id,movie_name,synopsis,genre,prediction,accuracy,evaluation
81040,Dead Girls,"A female band, who are exponents of ""death rock"", retreat to a cabin for the weekend. They soon find themselves being knocked off by a masked killer who uses weapons they have mentioned in their songs.",thriller,Horror.,0,
81907,And We Are Live,A group of friends decide to throw the biggest party of the year. The hosts kid sister is kidnapped. Mayhem ensues as the drunken rabble pursue her captors.,thriller,action,0,
16762,Son vurgun,"Sedat is man of gunrunner Atif. Sedat and Ahmet are captured but they don't inform against Atif. When they get out of prison, they give chase to Atif.",adventure,crime,0,
59103,Viyasiduru,"Out of the blue, an incident took place that brought utter chaos to Hirantha. Yet, he did not hesitate to make every effort to extricate himself within the split second that he was granted.",mystery,thriller,0,
80689,Ekho: Fall of an Empire,"""After an unexpected terrorist attack rocks the Nalon Republic, intergalactic war seems certain. Thirteen months later, in the midst of patriotism, political corruption and social unrest, two strangers paths collide.""",scifi,scifi,1,
30792,Darbuján a Pandrhola,"Cuba Drobbyan (Jiri Sovak) is a poor cavalier who has a good wife (Bela Jurdova) and eleven children. When it comes to the twelfth, Cuba decides to go into the world and get a good ...                See full synopsis »",family,family,1,
75977,In Picture,"A good cop bad cop project with action, drama and mystery. The lead haracter winds up having to make a choice between being a good cop or a bad cop.",scifi,crime,0,
18392,Crimelands,"Ethan Mullins is a violent man who rescues the daughter of a crime boss. Ethan and his companion travel through an unforgiving land to freedom. However, tracking them is the murderous Star.",crime,action,0,
55559,The Sleep Experiment,Two detectives begin an investigation into a disastrous secret military experiment where five prisoners were kept awake for thirty days in a sealed gas chamber.,mystery,Horror.,0,
43677,Üç Süpermen Olimpiyatlarda,Three supermen go to Olympics and mayhem ensues.,fantasy,action,0,
39554,Cats & Dogs: The Revenge of Kitty Galore,The on-going war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest.,fantasy,family,0,
30622,Xuxa and the Mystery of the Little Ugly Princess,"Princess Ugliness mysteriously disappeared. Because her story is not well known to children, she risks being forgotten forever. But to prevent this from happening, all enchanted princesses come together to save the little princess.",family,fantasy,0,
66970,A Christmas Prince: The Royal Wedding,"A year after helping Richard get to the throne, Amber is about to become his wife. But is she really made to be queen?",romance,romance,1,
68651,Dark Corners,"As Susan Hamilton sleeps, she dreams that she is another person in an alternative reality. As her greatest fears come to life, she is pursued by the notorious serial killer known as the Night Stalker.",romance,Horror.,0,
69833,Women Are Angels,"A greedy husband (Hayayee) is found to be cheating on his wife, who immensely adores him. With the help of her friends, she plots revenge on him.",romance,crime,0,
47710,Hacked Up for Barbecue,"A group of teenage Halloween thrill-seekers find themselves being hunted by a psychotic, cannibalistic, ex-mafia crime family who have taken over a stretch of back-country in the sticks of South Florida.",horror,Horror.,1,
45886,Yakshi Faithfully Yours,"The classic mythological symbol of lust Naga-Yakshi, who comes down to earth on gandharva yamam and mates with virgin boys and kills them straight away after having her orgasm.",horror,Horror.,1,
47666,Evil Remains,A graduate student preparing his thesis on mythology leads his friends on a research expedition to an old plantation estate on the outskirts of the Big Easy. The site is reputed to mysteriously cause madness and death to all who enter it.,horror,horror,1,
13033,Fashion Model,"When a top fashion model is murdered, a stockboy is suspected of the crime. He and another model set out to clear his name and find the real killer.",adventure,mystery,0,
55630,The Glass Prison,"You must lose yourself, to find yourself.",mystery,drama,0,
64438,Joe + Belle,A dark comedy about two girls who fall in love with their country and with each other en route from Tel Aviv to Sderot (the ongoing target of Qassam rocket attacks).,romance,romance,1,
33245,"Stompa, selvfølgelig!","Langåsen private school has it's 50 years anniversary, and the students are to make a celebration show in the gym. But a school inspector is also to visit the school just about then.",family,comedy,0,
23395,The Gold Express,"The robbery of gold is planned from a train which also carries several eccentric passengers, including two elderly ladies who write lurid thrillers under a pseudonym.",crime,crime,1,
57919,I Can't Sleep,"A serial killer terrorizes Paris at night, but that doesn't stop Daïga and Théo from meeting up, and falling in love.",mystery,crime,0,
88778,The Tesseract,"A psychologist, an Englishman, a bellboy and a wounded female assassin have their fates crossed at a sleazy Bangkok hotel.",thriller,crime,0,
68023,Untitled Shakespeare Project,A vibrant reimagining of Shakespeare's grooviest work.,romance,romance,1,
58631,Invisible Crime,A young female detective tries to decipher an unsolved mystery of missing girls when a similar case reappears after 15 years.,mystery,Mystery.,1,
83091,Bengazi,An American with a shady past joins with a morally-bankrupt Irishman to find treasure buried by Arabs in a deserted mosque in the Sahara. The situation becomes complicated when they are surrounded by bellicose Bedouin bandits.,thriller,adventure,0,
49727,One Missed Call,"Several people start receiving voice-mails from their future selves - messages which include the date, time, and some of the details of their deaths.",horror,Mystery.,0,
26385,Zulfiqar,A modern day adaptation of two of William Shakespeare's tragedies - Julius Caesar and Antony and Cleopatra.,crime,drama,0,
81863,Blondes Don't Cry,"A seemingly immaculate town, turns upside down when someone comes and reveals what's truly going on.",thriller,Mystery.,0,
63275,Tell Nora I Love Her,Fantasy At It's Funniest - Musical Offering.,romance,Fantasy.,0,
48512,Scoob!,"Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined.",horror,mystery,0,
17993,Puss in Boots,"While being on the run for saving a mouse, the famous Puss in Boots, Pero, helps a young peasant boy win the heart of a lovely princess, while trying to rescue her from an evil wizard.",adventure,adventure,1,
77236,Cotopaxi,"In an alternate reality where cloning was once legal, a young immigrant is fired from her job and must decide whether to return to her mysterious place of origin.",scifi,Scifi,1,
25623,The Arnelo Affair,A lawyer's wife starts an affair with a mobster but is confronted by his other flame who ends-up murdered and the adulterous wife is set-up to take the blame for the killing.,crime,crime,1,
65921,What Price Hollywood?,The career of a waitress takes off when she meets an amiable drunken Hollywood director.,romance,Romance.,1,
85401,Incident at Loch Ness,A documentary exploring the myth of the Loch Ness monster.,thriller,Mystery.,0,
45986,Gentayangan,"Abimanyu Karindra has no choice but to bring his wife, Sofia and their two children and his sister Sheila to settle in a parent's hotel in a mountain valley hundreds of kilometers from Jakarta, after being declared bankrupt by the court.",horror,family,0,
55542,Malombra,A young woman living in a castle reads letters written by her ancestor and comes to believe that she is the returned spirit of a former aristocrat who once live there.,mystery,Fantasy,0,
